XPK_COUNTERPARTY,FK_DATA,OWNERSHIP,COI,UNIT,SOURCE_SYSTEM,FULL_NAME,TOTAL_ASSETS,TOTAL_ASSETS_CURRENCY,TOTAL_TURNOVER,TOTAL_TURNOVER_CURRENCY,RatingID,ParentRatingID,LBRatingID,AnnualTurnover,AnnualTurnoverDirect,AnnualTurnoverParent,AnnualTurnoverLBR,TotalAssets,TotalAssetsDirect,TotalAssetsParent,TotalAssetsLBR
2733439,2733439,AAB,null,Bedrijven Regio Zuid,FAIR,null,1843000,EUR,701000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733519,2733519,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733520,2733520,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733521,2733521,AAB,null,BU NL FRR CC,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733522,2733522,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733523,2733523,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733524,2733524,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733525,2733525,AAB,null,BU NL FRR CC,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733526,2733526,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733528,2733528,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733529,2733529,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733533,2733533,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733534,2733534,AAB,null,BU NL FRR CC,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733539,2733539,AAB,null,BU NL FRR CC,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733540,2733540,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733542,2733542,AAB,null,BU NL FRR CC,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733545,2733545,AAB,null,CBC Transport&Logist,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733547,2733547,AAB,null,BU NL FRR CC,FAIR,null,120233000,EUR,281675000,EUR,null,null,null,null,null,null,null,null,null,null,null
2733817,2733817,AAB,null,Bedrijven Regio Noor,FAIR,null,31056000,EUR,9333000,EUR,null,null,null,null,null,null,null,null,null,null,null
2734242,2734242,AAB,null,CIB Corporate Lendin,FAIR,null,5249168780.20769,EUR,2391398765.37302,EUR,null,null,null,null,null,null,null,null,null,null,null
2735363,2735363,AAB,null,Bedrijven Regio Noor,FAIR,null,21252000,EUR,1296000,EUR,null,null,null,null,null,null,null,null,null,null,null
2735714,2735714,AAB,null,CBC Manufacturing,FAIR,null,433597000,EUR,518069000,EUR,null,null,null,null,null,null,null,null,null,null,null
2735787,2735787,AAB,null,ABN AMRO Commercial ,FAIR,null,111785069.914299,EUR,9786874.15426252,EUR,null,null,null,null,null,null,null,null,null,null,null
2736199,2736199,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736202,2736202,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736205,2736205,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736209,2736209,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736216,2736216,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736220,2736220,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736223,2736223,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736224,2736224,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736225,2736225,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736227,2736227,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736228,2736228,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736229,2736229,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2736231,2736231,AAB,null,CBC Leisure,FAIR,null,1038171000,EUR,158931000,EUR,null,null,null,null,null,null,null,null,null,null,null
2737552,2737552,AAB,null,CB FSPM Event Financ,FAIR,null,305555000,EUR,278954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2737558,2737558,AAB,null,CB FSPM Event Financ,FAIR,null,305555000,EUR,278954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2737559,2737559,AAB,null,CB FSPM Event Financ,FAIR,null,305555000,EUR,278954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2737561,2737561,AAB,null,CB FSPM Event Financ,FAIR,null,305555000,EUR,278954000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738572,2738572,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738576,2738576,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738577,2738577,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738578,2738578,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738580,2738580,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738581,2738581,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738582,2738582,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738585,2738585,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738625,2738625,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738627,2738627,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2738629,2738629,AAB,null,CBC Business Service,FAIR,null,201842000,EUR,403817000,EUR,null,null,null,null,null,null,null,null,null,null,null
2844281,2844281,AAB,null,null,FAIR,null,507948000,EUR,7096000,EUR,2844281,null,666100_100903,7096000.0,null,null,7096000.0,5.0794799999999994E8,null,null,5.0794799999999994E8
2852572,2852572,AAB,null,null,FAIR,null,114011809394.01,EUR,3303277763.32,EUR,2852572,null,666100_101023,3.3032777633199997E9,null,null,3.3032777633199997E9,1.1401180939401E11,null,null,1.1401180939401E11
2853789,2853789,AAB,null,null,FAIR,null,19202492608,EUR,748751614,EUR,2853789,null,666100_101006,7.487516139999999E8,null,null,7.487516139999999E8,1.9202492608E10,null,null,1.9202492608E10
2853792,2853792,AAB,null,null,FAIR,null,7660919000,EUR,232260000,EUR,2853792,null,666100_101010,2.3226000000000003E8,null,null,2.3226000000000003E8,7.660919E9,null,null,7.660919E9
2853811,2853811,AAB,null,null,FAIR,null,58351700000,EUR,1293200000,EUR,2853811,null,666100_101077,1.2932000000000002E9,null,null,1.2932000000000002E9,5.83517E10,null,null,5.83517E10
2853813,2853813,AAB,null,null,FAIR,null,111981000000,EUR,1525000000,EUR,2853813,null,666100_101079,1.5250000000000002E9,null,null,1.5250000000000002E9,1.11981E11,null,null,1.11981E11
2854446,2854446,AAB,null,null,FAIR,null,130453164000,EUR,7321602000,EUR,2854446,null,666100_101048,7.321601999999999E9,null,null,7.321601999999999E9,1.3045316399999998E11,null,null,1.3045316399999998E11
2862833,2862833,AAB,null,null,FAIR,null,17114100000,EUR,508400000,EUR,2862833,null,666100_101104,5.0839999999999994E8,null,null,5.0839999999999994E8,1.71141E10,null,null,1.71141E10
2872666,2872666,AAB,null,null,FAIR,null,2693800000,EUR,132900000,EUR,2872666,2863099,666100_101179,1.3289999999999999E8,null,null,1.3289999999999999E8,2.6938E9,null,null,2.6938E9
2872667,2872667,AAB,null,null,FAIR,null,110828900000,EUR,1367300000,EUR,2872667,2863100,666100_101184,1.3673000000000002E9,null,null,1.3673000000000002E9,1.108289E11,null,null,1.108289E11
2872673,2872673,AAB,null,null,FAIR,null,66363600000,EUR,969700000,EUR,2872673,2863102,666100_101191,9.697E8,null,null,9.697E8,6.636360000000001E10,null,null,6.636360000000001E10
2872680,2872680,AAB,null,null,FAIR,null,4033640000,EUR,1798000,EUR,2872680,2863099,666100_101202,1798000.0000000002,null,null,1798000.0000000002,4.03364E9,null,null,4.03364E9
2872683,2872683,AAB,null,null,FAIR,null,16244100000,EUR,14000000,EUR,2872683,null,666100_101205,1.4000000000000002E7,null,null,1.4000000000000002E7,1.62441E10,null,null,1.62441E10
2872698,2872698,AAB,null,null,FAIR,null,2016345150,EUR,104533200,EUR,2872698,2863098,666100_101230,1.045332E8,null,null,1.045332E8,2.0163451499999998E9,null,null,2.0163451499999998E9
2881653,2881653,AAB,null,null,FAIR,null,312334000000,EUR,8242000000,EUR,2881653,null,666100_101144,8.242000000000001E9,null,null,8.242000000000001E9,3.12334E11,null,null,3.12334E11
2881656,2881656,AAB,null,null,FAIR,null,16975100000,EUR,428200000,EUR,2881656,2881653,666100_101147,4.282E8,null,null,4.282E8,1.6975100000000002E10,null,null,1.6975100000000002E10
2881660,2881660,AAB,null,null,FAIR,null,161567300000,EUR,6562000000,EUR,2881660,null,666100_101154,6.561999999999999E9,null,null,6.561999999999999E9,1.615673E11,null,null,1.615673E11
2881662,2881662,AAB,null,null,FAIR,null,56184400000,EUR,1136000000,EUR,2881662,null,666100_101157,1.1360000000000002E9,null,null,1.1360000000000002E9,5.61844E10,null,null,5.61844E10
2881670,2881670,AAB,null,null,FAIR,null,53988000000,EUR,1029000000,EUR,2881670,null,666100_101218,1.0289999999999999E9,null,null,1.0289999999999999E9,5.3988E10,null,null,5.3988E10
2881671,2881671,AAB,null,null,FAIR,null,1312331000000,EUR,28879000000,EUR,2881671,null,666100_101235,2.8878999999999996E10,null,null,2.8878999999999996E10,1.312331E12,null,null,1.312331E12
2881684,2881684,AAB,null,null,FAIR,null,179179400000,EUR,3120600000,EUR,2881684,null,666100_101266,3.1205999999999995E9,null,null,3.1205999999999995E9,1.791794E11,null,null,1.791794E11
2881685,2881685,AAB,null,null,FAIR,null,161567300000,EUR,6562000000,EUR,2881685,null,666100_101267,6.561999999999999E9,null,null,6.561999999999999E9,1.615673E11,null,null,1.615673E11
2883598,2883598,AAB,null,null,FAIR,null,179179400000,EUR,3120600000,EUR,2883598,null,666100_101280,3.1205999999999995E9,null,null,3.1205999999999995E9,1.791794E11,null,null,1.791794E11
2885072,2885072,AAB,null,null,FAIR,null,16458100000,EUR,219900000,EUR,2885072,2863099,666100_101175,2.1989999999999997E8,null,null,2.1989999999999997E8,1.6458100000000002E10,null,null,1.6458100000000002E10
2885073,2885073,AAB,null,null,FAIR,null,46833000000,EUR,1223000000,EUR,2885073,null,666100_101258,1.2229999999999998E9,null,null,1.2229999999999998E9,4.6833E10,null,null,4.6833E10
2885960,2885960,AAB,null,null,FAIR,null,17084800000,EUR,1433000000,EUR,2885960,null,666100_101255,1.433E9,null,null,1.433E9,1.7084800000000002E10,null,null,1.7084800000000002E10
2888680,2888680,AAB,null,null,FAIR,null,265679492760,EUR,10563287180,EUR,2888680,null,666100_101307,1.056328718E10,null,null,1.056328718E10,2.6567949276000003E11,null,null,2.6567949276000003E11
2888693,2888693,AAB,null,null,FAIR,null,6284540678,EUR,335915848,EUR,2888693,2888689,666100_101322,3.3591584799999994E8,null,null,3.3591584799999994E8,6.284540678E9,null,null,6.284540678E9
2888697,2888697,AAB,null,null,FAIR,null,68784132380,EUR,2736180400,EUR,2888697,2888688,666100_101326,2.7361804000000005E9,null,null,2.7361804000000005E9,6.878413238E10,null,null,6.878413238E10
2891973,2891973,AAB,null,null,FAIR,null,4155600000,EUR,432200000,EUR,2891973,null,666100_101273,4.322E8,null,null,4.322E8,4.1555999999999995E9,null,null,4.1555999999999995E9
2891976,2891976,AAB,null,null,FAIR,null,346091257.3,EUR,6654904.53,EUR,2891976,2891974,666100_101287,6654904.529999999,null,null,6654904.529999999,3.460912573E8,null,null,3.460912573E8
2891983,2891983,AAB,null,null,FAIR,null,1299960978220,EUR,26977483670,EUR,2891983,null,666100_101294,2.6977483669999996E10,null,null,2.6977483669999996E10,1.29996097822E12,null,null,1.29996097822E12
2891991,2891991,AAB,null,null,FAIR,null,449113479152,EUR,8914159854,EUR,2891991,null,666100_101302,8.914159854000002E9,null,null,8.914159854000002E9,4.49113479152E11,null,null,4.49113479152E11
2897686,2897686,AAB,null,null,FAIR,null,130355736486.88,EUR,6317503283.12,EUR,2897686,null,666100_101374,6.317503283120001E9,null,null,6.317503283120001E9,1.3035573648688E11,null,null,1.3035573648688E11
2898678,2898678,AAB,null,null,FAIR,null,104238402580,EUR,2889969320,EUR,2898678,null,666100_101335,2.8899693199999995E9,null,null,2.8899693199999995E9,1.0423840258E11,null,null,1.0423840258E11
2901357,2901357,AAB,null,null,FAIR,null,66154807080,EUR,401937120,EUR,2901357,null,666100_101352,4.0193712000000006E8,null,null,4.0193712000000006E8,6.615480708E10,null,null,6.615480708E10
2901358,2901358,AAB,null,null,FAIR,null,77619042000,EUR,549661680,EUR,2901358,null,666100_101353,5.496616799999999E8,null,null,5.496616799999999E8,7.7619042E10,null,null,7.7619042E10
2901363,2901363,AAB,null,null,FAIR,null,5244200000,EUR,125900000,EUR,2901363,null,666100_101360,1.2590000000000001E8,null,null,1.2590000000000001E8,5.2442E9,null,null,5.2442E9
2901375,2901375,AAB,null,null,FAIR,null,4246611000,EUR,64652000,EUR,2901375,null,666100_101376,6.4651999999999985E7,null,null,6.4651999999999985E7,4.2466109999999995E9,null,null,4.2466109999999995E9
2901376,2901376,AAB,null,null,FAIR,null,590861520000,EUR,-1693404000,EUR,2901376,null,666100_101377,-1.6934040000000002E9,null,null,-1.6934040000000002E9,5.9086152E11,null,null,5.9086152E11
2910535,2910535,AAB,null,null,FAIR,null,28521429500,EUR,60564500,EUR,2910535,null,666100_101432,6.056449999999999E7,null,null,6.056449999999999E7,2.85214295E10,null,null,2.85214295E10
2910536,2910536,AAB,null,null,FAIR,null,10772497700,EUR,17630900,EUR,2910536,null,666100_101434,1.7630900000000004E7,null,null,1.7630900000000004E7,1.07724977E10,null,null,1.07724977E10
2911226,2911226,AAB,null,null,FAIR,null,172682890900,EUR,5364883370,EUR,2911226,null,666100_101443,5.364883369999999E9,null,null,5.364883369999999E9,1.726828909E11,null,null,1.726828909E11
2911228,2911228,AAB,null,null,FAIR,null,55737287290,EUR,1652552100,EUR,2911228,null,666100_101445,1.6525520999999998E9,null,null,1.6525520999999998E9,5.573728729E10,null,null,5.573728729E10
2911229,2911229,AAB,null,null,FAIR,null,99536457720,EUR,3962352090,EUR,2911229,null,666100_101447,3.9623520900000005E9,null,null,3.9623520900000005E9,9.953645772E10,null,null,9.953645772E10
2912897,2912897,AAB,null,null,FAIR,null,371009030000,EUR,8641920000,EUR,2912897,null,666100_101448,8.641919999999998E9,null,null,8.641919999999998E9,3.7100903E11,null,null,3.7100903E11
2913377,2913377,AAB,null,null,FAIR,null,112736752120,EUR,3669822700,EUR,2913377,null,666100_101496,3.6698226999999995E9,null,null,3.6698226999999995E9,1.1273675212E11,null,null,1.1273675212E11
2913842,2913842,AAB,null,null,FAIR,null,130071210150,EUR,2133244050,EUR,2913842,null,666100_101464,2.13324405E9,null,null,2.13324405E9,1.3007121015000002E11,null,null,1.3007121015000002E11
2913846,2913846,AAB,null,null,FAIR,null,1047373616320,EUR,30489385040,EUR,2913846,null,666100_101471,3.048938504E10,null,null,3.048938504E10,1.0473736163200001E12,null,null,1.0473736163200001E12
2913848,2913848,AAB,null,null,FAIR,null,1047373616320,EUR,30489385040,EUR,2913848,null,666100_101477,3.048938504E10,null,null,3.048938504E10,1.0473736163200001E12,null,null,1.0473736163200001E12
2913851,2913851,AAB,null,null,FAIR,null,653185354,EUR,119827806,EUR,2913851,null,666100_101494,1.1982780600000001E8,null,null,1.1982780600000001E8,6.53185354E8,null,null,6.53185354E8
2914367,2914367,AAB,null,null,FAIR,null,110091931340,EUR,1324242600,EUR,2914367,null,666100_101456,1.3242425999999998E9,null,null,1.3242425999999998E9,1.1009193134E11,null,null,1.1009193134E11
2914368,2914368,AAB,null,null,FAIR,null,30102725848,EUR,429571380,EUR,2914368,null,666100_101458,4.2957137999999994E8,null,null,4.2957137999999994E8,3.0102725848E10,null,null,3.0102725848E10
2914370,2914370,AAB,null,null,FAIR,null,71608396800,EUR,1465709550,EUR,2914370,null,666100_101468,1.4657095500000002E9,null,null,1.4657095500000002E9,7.16083968E10,null,null,7.16083968E10
2914377,2914377,AAB,null,null,FAIR,null,1047373616320,EUR,30489385040,EUR,2914377,null,666100_101479,3.048938504E10,null,null,3.048938504E10,1.0473736163200001E12,null,null,1.0473736163200001E12
2924318,2924318,AAB,null,null,FAIR,null,780637228480,EUR,16759029040,EUR,2924318,null,666100_101576,1.6759029040000002E10,null,null,1.6759029040000002E10,7.8063722848E11,null,null,7.8063722848E11
2928444,2928444,AAB,null,null,FAIR,null,2185169840680,EUR,71305586040,EUR,2928444,null,666100_101607,7.130558604000002E10,null,null,7.130558604000002E10,2.18516984068E12,null,null,2.18516984068E12
2932151,2932151,AAB,null,null,FAIR,null,205499271560,EUR,6580075040,EUR,2932151,null,666100_101574,6.580075040000001E9,null,null,6.580075040000001E9,2.0549927156E11,null,null,2.0549927156E11
2933501,2933501,AAB,null,null,FAIR,null,216679464580,EUR,3492555280,EUR,2933501,null,666100_101638,3.4925552800000005E9,null,null,3.4925552800000005E9,2.1667946458E11,null,null,2.1667946458E11
2940818,2940818,AAB,null,null,FAIR,null,1047373616320,EUR,30489385040,EUR,2940818,null,666100_101701,3.048938504E10,null,null,3.048938504E10,1.0473736163200001E12,null,null,1.0473736163200001E12
2942274,2942274,AAB,null,null,FAIR,null,328012783280,EUR,7000520760,EUR,2942274,null,666100_101653,7.000520760000001E9,null,null,7.000520760000001E9,3.2801278328E11,null,null,3.2801278328E11
2942275,2942275,AAB,null,null,FAIR,null,262626160220,EUR,6466402300,EUR,2942275,null,666100_101655,6.466402299999999E9,null,null,6.466402299999999E9,2.6262616021999997E11,null,null,2.6262616021999997E11
2942287,2942287,AAB,null,null,FAIR,null,68625688570,EUR,279599680,EUR,2942287,2942285,666100_101673,2.7959968E8,null,null,2.7959968E8,6.862568856999999E10,null,null,6.862568856999999E10
2942289,2942289,AAB,null,null,FAIR,null,14545545610,EUR,50813170,EUR,2942289,null,666100_101676,5.081317000000001E7,null,null,5.081317000000001E7,1.454554561E10,null,null,1.454554561E10
2942868,2942868,AAB,null,null,FAIR,null,737642409050,EUR,20602136350,EUR,2942868,null,666100_101698,2.0602136350000004E10,null,null,2.0602136350000004E10,7.3764240905E11,null,null,7.3764240905E11
2944074,2944074,AAB,null,null,FAIR,null,138112000000,EUR,1485000000,EUR,2944074,null,666100_101685,1.4849999999999998E9,null,null,1.4849999999999998E9,1.38112E11,null,null,1.38112E11
2950841,2950841,AAB,null,null,FAIR,null,689095940050,EUR,16934015980,EUR,2950841,null,666100_101707,1.6934015979999998E10,null,null,1.6934015979999998E10,6.8909594005E11,null,null,6.8909594005E11
2950850,2950850,AAB,null,null,FAIR,null,1799339644.48,EUR,84006246.4,EUR,2950850,2950846,666100_101720,8.400624639999999E7,null,null,8.400624639999999E7,1.79933964448E9,null,null,1.79933964448E9
2950851,2950851,AAB,null,null,FAIR,null,651330012.56,EUR,28370365.76,EUR,2950851,2950846,666100_101721,2.837036576E7,null,null,2.837036576E7,6.513300125600001E8,null,null,6.513300125600001E8
2951296,2951296,AAB,null,null,FAIR,null,322156636548,EUR,16773613737,EUR,2951296,null,666100_101729,1.6773613737000002E10,null,null,1.6773613737000002E10,3.22156636548E11,null,null,3.22156636548E11
2951300,2951300,AAB,null,null,FAIR,null,56156417580,EUR,2782966860,EUR,2951300,null,666100_101741,2.7829668599999995E9,null,null,2.7829668599999995E9,5.615641758E10,null,null,5.615641758E10
2958210,2958210,AAB,null,null,FAIR,null,631003000000,EUR,15723000000,EUR,2958210,null,666100_101775,1.5722999999999998E10,null,null,1.5722999999999998E10,6.31003E11,null,null,6.31003E11
2958214,2958214,AAB,null,null,FAIR,null,63712400000,EUR,1581800000,EUR,2958214,null,666100_101779,1.5817999999999998E9,null,null,1.5817999999999998E9,6.37124E10,null,null,6.37124E10
2958221,2958221,AAB,null,null,FAIR,null,67968500000,EUR,2209300000,EUR,2958221,null,666100_101790,2.2093E9,null,null,2.2093E9,6.796850000000001E10,null,null,6.796850000000001E10
2958222,2958222,AAB,null,null,FAIR,null,198209100000,EUR,5848800000,EUR,2958222,null,666100_101791,5.848800000000001E9,null,null,5.848800000000001E9,1.982091E11,null,null,1.982091E11
2958225,2958225,AAB,null,null,FAIR,null,8415600300,EUR,419775210,EUR,2958225,2958218,666100_101795,4.1977521E8,null,null,4.1977521E8,8.415600299999999E9,null,null,8.415600299999999E9
2958228,2958228,AAB,null,null,FAIR,null,17842436001,EUR,732116151,EUR,2958228,2958223,666100_101800,7.321161509999999E8,null,null,7.321161509999999E8,1.7842436001E10,null,null,1.7842436001E10
2958781,2958781,AAB,null,null,FAIR,null,32541969790,EUR,1402411648,EUR,2958781,2958780,666100_101757,1.402411648E9,null,null,1.402411648E9,3.2541969790000004E10,null,null,3.2541969790000004E10
2958785,2958785,AAB,null,null,FAIR,null,66405165010,EUR,2529174120,EUR,2958785,2958783,666100_101763,2.52917412E9,null,null,2.52917412E9,6.640516501000001E10,null,null,6.640516501000001E10
2958786,2958786,AAB,null,null,FAIR,null,57068300000,EUR,2085100000,EUR,2958786,2958783,666100_101765,2.0851000000000002E9,null,null,2.0851000000000002E9,5.70683E10,null,null,5.70683E10
2958790,2958790,AAB,null,null,FAIR,null,17957577870,EUR,673465370,EUR,2958790,2958783,666100_101769,6.734653700000001E8,null,null,6.734653700000001E8,1.795757787E10,null,null,1.795757787E10
2959703,2959703,AAB,null,null,FAIR,null,261214108020,EUR,10745985780,EUR,2959703,null,666100_101822,1.074598578E10,null,null,1.074598578E10,2.6121410802000003E11,null,null,2.6121410802000003E11
2959704,2959704,AAB,null,null,FAIR,null,318004171170,EUR,8289228750,EUR,2959704,null,666100_101824,8.289228749999999E9,null,null,8.289228749999999E9,3.1800417117E11,null,null,3.1800417117E11
2960326,2960326,AAB,null,null,FAIR,null,42983607929.64,EUR,2872803122,EUR,2960326,2959703,666100_101823,2.8728031219999995E9,null,null,2.8728031219999995E9,4.298360792964E10,null,null,4.298360792964E10
2960333,2960333,AAB,null,null,FAIR,null,25485359130,EUR,715033242,EUR,2960333,null,666100_101853,7.150332420000001E8,null,null,7.150332420000001E8,2.548535913E10,null,null,2.548535913E10
2960334,2960334,AAB,null,null,FAIR,null,13109028525,EUR,378330189,EUR,2960334,2960328,666100_101854,3.7833018900000006E8,null,null,3.7833018900000006E8,1.3109028525E10,null,null,1.3109028525E10
2960337,2960337,AAB,null,null,FAIR,null,11207181444,EUR,367132128,EUR,2960337,2960336,666100_101857,3.6713212799999994E8,null,null,3.6713212799999994E8,1.1207181444E10,null,null,1.1207181444E10
2960988,2960988,AAB,null,null,FAIR,null,16357600000,EUR,223400000,EUR,2960988,null,666100_101746,2.2340000000000003E8,null,null,2.2340000000000003E8,1.6357600000000002E10,null,null,1.6357600000000002E10
2960992,2960992,AAB,null,null,FAIR,null,15391400000,EUR,571900000,EUR,2960992,null,666100_101784,5.719000000000001E8,null,null,5.719000000000001E8,1.53914E10,null,null,1.53914E10
2961115,2961115,AAB,null,null,FAIR,null,1363497788830,EUR,33912341070,EUR,2961115,null,666100_101891,3.3912341069999996E10,null,null,3.3912341069999996E10,1.36349778883E12,null,null,1.36349778883E12
